INSTNM,ZIP,LATITUDE,LONGITUDE,SATVR75
Evergreen Beauty and Barber College-Bellevue,98007,47.6275,-122.152451,NULL
Bellevue College,98007-6484,47.584778,-122.149955,NULL
Bellingham Technical College,98225-1599,48.766189,-122.51216,NULL
Big Bend Community College,98837-3299,47.185083,-119.318507,NULL
Everest College-Bremerton,98337,47.564057,-122.625659,NULL
Everest College-Renton,98057,47.469576,-122.231548,NULL
Central Washington University,98926-7501,47.004957,-120.537716,540
Centralia College,98531-4099,46.716302,-122.960746,NULL
City University of Seattle,98121,47.61743,-122.344451,NULL
Paul Mitchell the School-Richland,99352,46.22598,-119.245931,NULL
Clark College,98663-3598,45.634307,-122.652976,NULL
Clover Park Technical College,98499-4004,47.175477,-122.495524,NULL
Columbia Basin College,99301,46.251547,-119.118609,NULL
Cornish College of the Arts,98121,47.617883,-122.33614,NULL
Divers Institute of Technology,98103,47.64764,-122.340391,NULL
Eastern Washington University,99004-2496,47.491293,-117.589371,530
Edmonds Community College,98036-5912,47.816742,-122.327483,NULL
Everett Community College,98201,48.006626,-122.204736,NULL
Paroba College of Cosmetology,98208,47.910187,-122.224634,NULL
The Evergreen State College,98505-0001,47.07382,-122.977492,630
Pierce College-Fort Steilacoom,98498-1999,47.172082,-122.570935,NULL
Glen Dow Academy of Hair Design,99201,47.657793,-117.416516,NULL
Gonzaga University,99258-0001,47.668144,-117.403062,640
Grays Harbor College,98520-7599,46.953411,-123.802931,NULL
Green River College,98092-3622,47.312277,-122.178175,NULL
Heritage University,98948,46.374571,-120.395287,NULL
Highline College,98198-9800,47.388331,-122.302593,NULL
Interface College-Spokane,99201,47.66791,-117.417046,NULL
International Air and Hospitality Academy,98661,45.628183,-122.640487,NULL
ITT Technical Institute-Seattle,98168-2610,47.488594,-122.275242,NULL
ITT Technical Institute-Spokane Valley,99216-1589,47.675302,-117.222213,NULL
Bastyr University,98028-4966,47.729935,-122.251708,NULL
Gene Juarez Academy of Beauty-Mountlake Terrace,98043,47.778682,-122.313331,NULL
Bates Technical College,98405,47.251531,-122.446412,NULL
Lake Washington Institute of Technology,98034-8506,47.705077,-122.167131,NULL
Lower Columbia College,98632-0310,46.1428,-122.937653,NULL
Trinity Lutheran College,98201,47.980328,-122.207663,NULL
BJ's Beauty & Barber College,98002-5504,47.308073,-122.223312,NULL
BJ's Beauty & Barber College,98409,47.209361,-122.483623,NULL
Northwest Hair Academy,98273,48.418546,-122.338548,NULL
North Seattle College,98103-3599,47.69976,-122.33495,NULL
Northwest University,98083-0579,47.657743,-122.191505,582
Olympic College,98337-1699,47.575093,-122.635751,NULL
Perry Technical Institute,98903-1296,46.571492,-120.537976,NULL
Pacific Lutheran University,98447-0003,47.145494,-122.445372,610
Peninsula College,98362,48.100618,-123.41248,NULL
University of Puget Sound,98416,47.263651,-122.479714,680
Renton Technical College,98056-4123,47.488606,-122.178944,NULL
Saint Martin's University,98503-7500,47.043316,-122.816948,565
South Seattle College,98106-1499,47.5475,-122.352672,NULL
Seattle Central College,98122,47.616675,-122.321472,NULL
Everest College-Seattle,98133,47.708423,-122.333346,NULL
Seattle Pacific University,98119-1997,47.649338,-122.362923,630
Seattle University,98122-4340,47.610138,-122.3197,640
Shoreline Community College,98133-5696,47.748592,-122.358555,NULL
Skagit Valley College,98273,48.437235,-122.310199,NULL
South Puget Sound Community College,98512-6292,47.023472,-122.929405,NULL
Spokane Community College,99217-5399,47.672571,-117.360957,NULL
Spokane Falls Community College,99224-5288,47.676741,-117.463538,NULL
Stylemaster College of Hair Design,98632-3027,46.135905,-122.934826,NULL
Tacoma Community College,98466-6100,47.246369,-122.521057,NULL
Walla Walla Community College,99362-9267,46.079851,-118.283725,NULL
Walla Walla University,99324-1198,46.047,-118.389771,610
Washington State University,99164-5910,46.730448,-117.158168,570
University of Washington-Seattle Campus,98195-4550,47.656213,-122.313115,650
Wenatchee Valley College,98801-1799,47.430931,-120.334813,NULL
Everest College-Vancouver,98684-6950,45.621523,-122.536462,NULL
Western Washington University,98225-9008,48.737236,-122.484873,610
Whatcom Community College,98226,48.795923,-122.495832,NULL
Whitman College,99362,46.07135,-118.33016,720
Whitworth University,99251,47.753699,-117.418078,NULL
Yakima Valley Community College,98907-2520,46.586098,-120.528525,NULL
Alderson Broaddus University,26416-2035,39.158067,-80.047728,520
Appalachian Beauty School,41503,37.672192,-82.295552,NULL
Appalachian Bible College,25880,37.853339,-81.20115,588
B M Spurr School of Practical Nursing,26038,39.946228,-80.753173,NULL
Ben Franklin Career Center,25064,38.367234,-81.75353,NULL
Bethany College,26032,40.20567,-80.560896,500
Bluefield State College,24701,37.26688,-81.235428,490
Cabell County Career Technology Center,25705-2827,38.403244,-82.372418,NULL
Charleston School of Beauty Culture,25301,38.350168,-81.634675,NULL
University of Charleston,25304,38.332577,-81.618667,538
Clarksburg Beauty Academy and School of Massage Therapy,26301,39.279964,-80.338391,NULL
Concord University,24712,37.423854,-81.005694,520
Davis & Elkins College,26241-3996,38.928693,-79.846391,530
Fairmont State University,26554-2470,39.485925,-80.161844,520
Glenville State College,26351-1292,38.935341,-80.833597,490
Huntington Junior College,25701,38.420142,-82.44306,NULL
James Rumsey Technical Institute,25403-0259,39.5328,-77.978583,NULL
Ralph R Willis Career and Technical Center,25646,37.827097,-81.942757,NULL
Marshall University,25755,38.42261,-82.43065,550
Mercer County Technical Education Center,24740,37.360024,-81.104647,NULL
Meredith Manor International Equestrian Center,26184,39.29966,-81.400296,NULL
Monongalia County Technical Education Center,26501,39.611165,-79.957275,NULL
Morgantown Beauty College Inc,26505-5430,39.628855,-79.954318,NULL
Mountain State College,26101-3993,39.273182,-81.548718,NULL
Everest Institute-Cross Lanes,25313,38.422839,-81.789864,NULL
Opportunities Industrialization Center,26554,39.485033,-80.144976,NULL
Ohio Valley University,26105-8000,39.31236,-81.5392,520
West Virginia University at Parkersburg,26104,39.216379,-81.506192,NULL
Potomac State College of West Virginia University,26726,39.436935,-78.983175,NULL
Academy of Careers and Technology,25801,37.799775,-81.168609,NULL
Salem International University,26426,39.288632,-80.571767,NULL
Shepherd University,25443,39.434319,-77.804844,550
Southern West Virginia Community and Technical College,25637,37.851756,-82.023014,NULL
Fred W Eberle Technical Center,26201,39.001908,-80.225278,NULL
West Virginia School of Osteopathic Medicine,24901,37.803879,-80.438644,NULL
West Virginia State University,25112-1000,38.379002,-81.76802,480
West Virginia University Hospital Departments of Rad Tech and Nutrition,26506-8062,39.650535,-79.964727,NULL
West Liberty University,26074,40.162473,-80.604054,500
West Virginia University Institute of Technology,25136,38.179427,-81.325199,520
West Virginia Wesleyan College,26201-2994,38.990476,-80.217094,530
West Virginia Business College-Wheeling,26003,40.063518,-80.7227,NULL
West Virginia Junior College-Charleston,25301,38.347929,-81.634358,NULL
West Virginia Junior College-Morgantown,26505,39.63264,-79.954803,NULL
International Beauty School 4,25401,39.454573,-77.964891,NULL
West Virginia Northern Community College,26003-3699,40.063736,-80.721548,NULL
West Virginia University,26506-6201,39.63468,-79.953926,560
Wheeling Jesuit University,26003,40.070873,-80.690804,540
Wood County School of Practical Nursing,26104,39.21676,-81.50573,NULL
Advanced Institute of Hair Design-Glendale,53217,43.12092,-87.916376,NULL
VICI Aveda Institute,53228,42.969138,-88.047841,NULL
Alverno College,53234-3922,42.983518,-87.965498,NULL
Madison Area Technical College,53704-2599,43.12078,-89.328311,NULL
Bellin College,54311,44.468277,-87.921722,NULL
Beloit College,53511-5595,42.50363,-89.03147,NULL
Blackhawk Technical College,53546-6458,42.593217,-89.016161,NULL
Cardinal Stritch University,53217-3985,43.139752,-87.909045,495
Carroll University,53186,43.004647,-88.227962,605
Carthage College,53140-1994,42.622893,-87.820706,580
Columbia College of Nursing,53212,43.09824,-87.917831,NULL
Concordia University-Wisconsin,53097-2402,43.254217,-87.916628,590
Edgewood College,53711-1997,43.058727,-89.422122,400
Fox Valley Technical College,54912-2277,44.283174,-88.45893,NULL
Gateway Technical College,53144-1690,42.605677,-87.846695,NULL
Gill-Tech Academy of Hair Design,54914-8613,44.268381,-88.487234,NULL
The Salon Professional Academy-Eau Claire,54701-7633,44.783374,-91.461714,NULL
ITT Technical Institute-Greenfield,53220-4612,42.960006,-87.993353,NULL
Lakeland College,53073,43.841863,-87.884956,455
Lakeshore Technical College,53015-1414,43.924774,-87.75454,NULL
Lawrence University,54911,44.261323,-88.397822,NULL
Maranatha Baptist University,53094,43.195709,-88.735055,NULL
Marian University,54935-4699,43.777411,-88.420638,NULL
Marquette University,53233,43.03903,-87.927961,640
Medical College of Wisconsin,53226-0509,43.044108,-88.022698,NULL
Mid-State Technical College,54494,44.391219,-89.783449,NULL
Milwaukee Area Technical College,53233-1443,43.04359,-87.920818,NULL
Milwaukee Institute of Art & Design,53202-6003,43.030917,-87.907925,NULL
Milwaukee School of Engineering,53202-3109,43.045364,-87.907691,580
Moraine Park Technical College,54936-1940,43.785224,-88.417656,NULL
Mount Mary University,53222-4597,43.072303,-88.030594,NULL
Nashotah House,53058-9793,43.093621,-88.414635,NULL
Nicolet Area Technical College,54501-0518,45.609583,-89.425123,NULL
Northcentral Technical College,54401-1899,44.984837,-89.648419,NULL
Northeast Wisconsin Technical College,54307-9042,44.526342,-88.105976,NULL
Northland International University,54119-9285,45.58114,-88.095933,NULL
Northland College,54806-3999,46.578983,-90.874991,600
Ripon College,54971-0248,43.842383,-88.8426,630
Sacred Heart School of Theology,53132,42.910829,-88.04438,NULL
Saint Norbert College,54115-2099,44.444651,-88.067301,NULL
Silver Lake College of the Holy Family,54220-9319,44.071038,-87.742961,NULL
State College of Beauty Culture Inc,54403,44.958536,-89.625182,NULL
Southwest Wisconsin Technical College,53809-9778,42.976238,-90.637714,NULL
Bryant & Stratton College-Milwaukee,53203-2608,43.039176,-87.915286,NULL
University of Wisconsin Colleges,53708-8680,43.071583,-89.404531,NULL
Viterbo University,54601-8804,43.802291,-91.244095,599
Chippewa Valley Technical College,54701-6162,44.794867,-91.505675,NULL
Waukesha County Technical College,53072-4601,43.070112,-88.258805,NULL
Western Technical College,54601,43.815147,-91.246249,NULL
University of Wisconsin-Whitewater,53190-1790,42.835563,-88.742368,550
Wisconsin Indianhead Technical College,54871-8727,45.747831,-91.916484,NULL
Wisconsin School of Professional Psychology,53225-4960,43.105054,-88.026735,NULL
Paul Mitchell the School-Green Bay,54115,44.468073,-88.115101,NULL
University of Wisconsin-Eau Claire,54702-4004,44.798431,-91.500432,NULL
University of Wisconsin-Green Bay,54311-7001,44.531102,-87.920499,NULL
University of Wisconsin-La Crosse,54601-9959,43.815295,-91.230149,NULL
Wisconsin Lutheran College,53226-4699,43.036943,-88.022718,530
University of Wisconsin-Oshkosh,54901,44.024985,-88.549282,NULL
University of Wisconsin-Parkside,53141-2000,42.646074,-87.855407,NULL
Herzing University-Madison,53718,43.143622,-89.291617,NULL
University of Wisconsin-Stout,54751,44.88861,-91.929461,NULL
University of Wisconsin-Superior,54880-4500,46.717548,-92.089039,NULL
University of Wisconsin-Madison,53706-1380,43.073858,-89.405356,660
University of Wisconsin-Milwaukee,53201-0413,43.076848,-87.880488,NULL
University of Wisconsin-Platteville,53818-3001,42.733936,-90.492709,NULL
University of Wisconsin-River Falls,54022-5001,44.852647,-92.625316,NULL
University of Wisconsin-Stevens Point,54481-3897,44.529582,-89.570934,NULL
Casper College,82601-4699,42.830517,-106.327007,NULL
Central Wyoming College,82501,43.030492,-108.42701,NULL
Eastern Wyoming College,82240-1699,42.079354,-104.190823,NULL
Laramie County Community College,82007-3299,41.103874,-104.780973,NULL
Northwest College,82435,44.760176,-108.761728,NULL
Sheridan College,82801,44.764467,-106.942374,NULL
Western Wyoming Community College,82902-0428,41.590964,-109.237126,NULL
Cheeks International Academy of Beauty Culture-Cheyenne,82001-4413,41.13418,-104.816671,NULL
Wyotech-Laramie,82072-9519,41.339618,-105.590547,NULL
University of Wyoming,82071,41.311943,-105.57204,600
American Samoa Community College,96799-2609,-14.322587,-170.742728,NULL
Guam Community College,96913,13.440649,144.808944,NULL
University of Guam,96923,13.432726,144.802837,NULL
Northern Marianas College,96950-1250,15.152247,145.721733,NULL
Institute of Beauty Careers,613,18.468611,-66.720979,NULL
Educational Technical College-Recinto de Bayamon,959,18.395254,-66.159092,NULL
American University of Puerto Rico,00960-2037,18.406139,-66.18678,NULL
American University of Puerto Rico,00674-1082,18.434072,-66.478655,NULL
American Educational College,961,18.396942,-66.146866,NULL
Antilles School of Technical Careers,909,18.438465,-66.059172,NULL
Universidad Adventista de las Antillas,00680-0000,18.205329,-67.112632,NULL
Atlantic University College,970,18.357395,-66.111714,NULL
Universidad Central de Bayamon,00960-1725,18.400541,-66.181496,NULL
Columbia Central University-Caguas,726,18.2263,-66.028097,NULL
Carlos Albizu University-San Juan,00902-3711,18.466573,-66.113908,NULL
Caribbean University-Bayamon,00960-0493,18.383209,-66.168171,NULL
Caribbean University-Carolina,985,18.38746,-65.95765,NULL
Pontifical Catholic University of Puerto Rico-Arecibo,00614-4045,18.446006,-66.679114,NULL
Pontifical Catholic University of Puerto Rico-Ponce,00717-9997,18.000652,-66.61763,NULL
Centro de Estudios Multidisciplinarios-San Juan,00926-1931,18.39031,-66.010873,NULL
Universidad Teologica del Caribe,00978-0901,18.370604,-66.014483,NULL
Colegio Universitario de San Juan,918,18.428528,-66.066529,NULL
Universidad Metropolitana,00926-2602,18.387177,-66.061615,NULL
Puerto Rico Conservatory of Music,00907-3373,18.4206,-66.068376,NULL
Center for Advanced Studies On Puerto Rico and the Caribbean,901,18.46589,-66.118261,NULL
EDP University of Puerto Rico Inc-San Sebastian,685,18.334858,-66.990909,NULL
Emma's Beauty Academy-Mayaguez,680,18.199825,-67.140997,NULL
Escuela de Artes Plasticas y Diseno de Puerto Rico,00902-1112,18.467401,-66.111462,NULL
Instituto Tecnologico de Puerto Rico-Recinto de Manati,00674-1091,18.4394,-66.457032,NULL
Huertas College,725,18.219116,-66.031484,NULL
Humacao Community College,792,18.148339,-65.826368,NULL
ICPR Junior College-Arecibo,00614-0067,18.475297,-66.758263,NULL
ICPR Junior College-Mayaguez,00681-1108,18.201649,-67.141966,NULL
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,00674-0000,18.429557,-66.490994,NULL
Hispanic American College,778,18.25458,-65.965488,NULL
Instituto de Banca y Comercio Inc,00966-2309,18.391708,-66.113889,NULL
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,00785-0000,17.976065,-66.106561,NULL
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,00717-0306,17.998197,-66.629202,NULL
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,924,18.412234,-66.016987,NULL
